restaurante,place_id,username,rating,comentario,date
Arabesco,ChIJV9JyLWL1zpQRBdCqwYm0Zjc,Michele Seabra,5,"Delighted with the flavors of this store, I loved everything! I already want to go back soon!! Excellent service, super attentive and kind staff! I only have compliments!!!",2 months ago
Arabesco,ChIJV9JyLWL1zpQRBdCqwYm0Zjc,Weber de Queiroz,5,"Beautiful place, good service, excellent variety of sweets and snacks, well located and exemplary service.",7 months ago
Arabesco,ChIJV9JyLWL1zpQRBdCqwYm0Zjc,Tatiane Fernandes,5,Great place to have an Arabic coffee and taste a huge variety of sweets. The quality of the products and the service won me over and I will be back more often.,5 months ago
Arabesco,ChIJV9JyLWL1zpQRBdCqwYm0Zjc,Francisco Bonduki,5,"An incredible experience, the sweets are fantastic, in addition to having that taste of sweets from my Grandmother Suad's house. And from the first visit, I was very well attended, as if I were arriving at the home of someone in the family, they are wonderful and super attentive people. It's a little piece of Syria in Guarulhos. Highly recommend!",a year ago
Arabesco,ChIJV9JyLWL1zpQRBdCqwYm0Zjc,Daniele Coelho,5,"Sweets are delicious, fresh. The esfirra and the kibbeh are freshly made, warm and with a different seasoning.
It has parking spaces, a place for the disabled, the decoration is beautiful, the place is spacious and clean. Service is great, everyone is attentive.

It has sweet cream, walnuts, dates, apricots, almonds, cashews, pistachios, puff pastry, chocolate puff pastry, esfirra stuffed with potatoes and much more. In addition to authentic Arabic coffee.",a year ago
Maxifour Lebanon Market Center - Empório Árabe,ChIJKVJnqxBazpQReldqd4ZMAV0,Gerson L. B. Torre,5,"The products have an outstanding quality, with fair prices",a month ago
Maxifour Lebanon Market Center - Empório Árabe,ChIJKVJnqxBazpQReldqd4ZMAV0,Alexandre Baaklini Gomes Coelho,3,"'Self Service' restaurant that serves a correct Arabic food, but lacks a special touch in flavor. The buffet is quite varied on the salads but the hot options are not. Portions are small, which is good for the customer to try a bit of each dish. The price per kilo of food is slightly above average for same quality restaurants. It offers typical desserts, as well as own manufacturing ice cream. Free valet parking. It has a market next door with good variety of Arab products.",7 years ago
Maxifour Lebanon Market Center - Empório Árabe,ChIJKVJnqxBazpQReldqd4ZMAV0,Ayman A Said,5,Very good place to eat middles eastern food. Specially lebanese food. Awesome.,11 months ago
Maxifour Lebanon Market Center - Empório Árabe,ChIJKVJnqxBazpQReldqd4ZMAV0,Rafael Resende Marcondes,4,Good Arabic food! R$90.00/kg for the buffet or R$65.00 all you can eat,6 years ago
Maxifour Lebanon Market Center - Empório Árabe,ChIJKVJnqxBazpQReldqd4ZMAV0,Nice “Nislou” Costa,5,Great Libanese emporium and restaurant. Wonderful and delicious hi quality products. High priced probably due to the high quality and variety.,5 years ago
Maxifour Lebanon Market Center - Empório Árabe,ChIJKVJnqxBazpQReldqd4ZMAV0,Jose Augusto Guga Macuco,5,Top,6 months ago
Maxifour Lebanon Market Center - Empório Árabe,ChIJKVJnqxBazpQReldqd4ZMAV0,Arián Krakov,5,Great place to buy food to go!,9 years ago
Maxifour Lebanon Market Center - Empório Árabe,ChIJKVJnqxBazpQReldqd4ZMAV0,Thiago Ferreira,3,"The service wasn""t that good.",5 years ago
Kraidli - Doces Árabes,ChIJI5G0TnsNxpQRfN5NQXDiVAw,RC Arte em ferro,5,Wonderful sweets!!👏🏻👏🏻👏🏻👏🏻,a week ago
ATAIF • Doces árabes gourmets,ChIJ-QtUogDl3JQRtupIWJ5X47g,Hadeer Ibrahim,5,"Best experience ever, I came all the way from Brasilia to Curitiba just to try their delicious ataif, and it was definitely worth it!",a month ago
ATAIF • Doces árabes gourmets,ChIJ-QtUogDl3JQRtupIWJ5X47g,Jessica Make,5,Best Arabic sweet! A delight,a month ago
ATAIF • Doces árabes gourmets,ChIJ-QtUogDl3JQRtupIWJ5X47g,Leandro Furtado,5,Best Arabic sweet in the world!,a month ago
ATAIF • Doces árabes gourmets,ChIJ-QtUogDl3JQRtupIWJ5X47g,Pedro Hisatugo,5,"Unique experience in Arab sweets, worth knowing! The sweets and Arabic coffee are a beautiful combination, combined with the totally pleasant atmosphere!",a month ago
ATAIF • Doces árabes gourmets,ChIJ-QtUogDl3JQRtupIWJ5X47g,dilmar archegas,5,Finally in Curitiba the best Arabic sweet. Traditional is the best of them.,a month ago
ATAIF • Doces árabes gourmets,ChIJ-QtUogDl3JQRtupIWJ5X47g,Gabriella Bernardino Muller,5,"Very good, my favorite flavor is red fruits! Light, it's not a cloying sweet, congratulations on the initiative.",a month ago
ATAIF • Doces árabes gourmets,ChIJ-QtUogDl3JQRtupIWJ5X47g,Ziad Georges,5,"Very comfortable place, delicious ataif and the service is sensational! Highly recommend!!",a month ago
ATAIF • Doces árabes gourmets,ChIJ-QtUogDl3JQRtupIWJ5X47g,crysthyan nydza,5,"Best candy I've ever tasted, really top!
Those who haven't tried it don't know what they're missing.",a month ago
Sabor do Árabe,ChIJC__Vpbp9mQAR93A_yXAlhd4,Sérgio Lisboa Machado,5,Kibe and esfiha made as the original recipe ant the service is very good. Nice for a quick bite.,3 years ago
Sabor do Árabe,ChIJC__Vpbp9mQAR93A_yXAlhd4,soccernatic,5,Best açai in town,4 years ago
Sabor do Árabe,ChIJC__Vpbp9mQAR93A_yXAlhd4,Antonio Damião,5,Show.,3 years ago
Sabor do Árabe,ChIJC__Vpbp9mQAR93A_yXAlhd4,Marcelo Palmieri,5,Show,2 years ago
Sabor do Árabe,ChIJC__Vpbp9mQAR93A_yXAlhd4,Ivanaele Tavares,4,Good food !,3 years ago
Sabor do Árabe,ChIJC__Vpbp9mQAR93A_yXAlhd4,André Lopes,5,Show,5 years ago
Sabor do Árabe,ChIJC__Vpbp9mQAR93A_yXAlhd4,Rose Marrie Reis Abreu,5,"Pretty tasty food. Very hearty half-portion type dishes eat 2 people. Arabic desserts and a bonus of a Portuguese dessert the Pastel de Belém. With coffee, the meal ends. They also sell mini snacks by the kilo. I bought 300gr of kibbeh and it was fried on the spot. It also has an individual meal option.",9 months ago
Sabor do Árabe,ChIJC__Vpbp9mQAR93A_yXAlhd4,Nathália Nogueira,4,"Always wonderful food, with generous portions (1/2 portion rolls good for two people). We asked for blackberry and fruit juice, and at the end we asked for pitaya cream to close with a flourish. As for the service, I think there was a lack of cordiality and smiles.",2 months ago
Al bába Empório Árabe,ChIJOQ3hklhD65QRyq-50jWUKS4,Mauricio Jardini,4,"It""s a very nice place, stronger in sweet options than in other things.",3 years ago
Al bába Empório Árabe,ChIJOQ3hklhD65QRyq-50jWUKS4,Michel10 Carlos,5,Top,3 years ago
Al bába Empório Árabe,ChIJOQ3hklhD65QRyq-50jWUKS4,Vinicius Mazieri,5,"SENSATIONAL, AMAZING...
I'm suspicious of saying or commenting on something here, I've known AL BÁBA for a long time... It's all amazing, I'm about to say that it's one of the best Arab places in Londrina, varieties and service... At least the ones I know the best!
Congratulations to the entire team...",a month ago
Al bába Empório Árabe,ChIJOQ3hklhD65QRyq-50jWUKS4,Tereza Cristina Ferreira Gonçalves,5,"What a delicious place !!
The quality of the products is incredible.
I highly recommend!!
Be careful with the sweets ... you ate one and it was hard to control later
all very tasty",3 months ago
Al bába Empório Árabe,ChIJOQ3hklhD65QRyq-50jWUKS4,Flavia Fernandes,5,"Excellent service, delicious and quality food, peaceful environment, lots of variety of Arabic sweets, Syrian breads, pastries and snacks.",6 months ago
Al bába Empório Árabe,ChIJOQ3hklhD65QRyq-50jWUKS4,Andre Gazotto,5,"Without a doubt the best Lebanese food I've ever had in my life. The legitimate one, it even feels like I'm in Lebanon. Note 1000",2 months ago
Al bába Empório Árabe,ChIJOQ3hklhD65QRyq-50jWUKS4,Isabella Sonsin,5,"The pastries are great, but they are expensive.
Great place to grab an afternoon snack.",2 months ago
Al bába Empório Árabe,ChIJOQ3hklhD65QRyq-50jWUKS4,Paula Bertacini,5,"Delicious food! We went there for a coffee and the stop turned into an improvised dinner: sfiha, dry curd, baba ganouche and flat bread, simply delicious!
And the sweeties?? - Divine!
And the service?? - Great with Inaiara.
I would be a regular customer if I lived here in Londrina!",4 years ago
Abudi Halal,ChIJ_YB_IodZzpQRfLLcJed_64M,Lucas N,5,"Tasty halal street food in São Paulo! Very little places offer halal options here, so if you’re looking for halal meat options this is a good choice 👍 They offer shawarmas, fries and sfihas.",a week ago
Abudi Halal,ChIJ_YB_IodZzpQRfLLcJed_64M,Paul Hellemn,5,Really amazing baba ganoush. Esfihas are good too. The thin bread is excellent.,a year ago
Abudi Halal,ChIJ_YB_IodZzpQRfLLcJed_64M,gökhan karagöz,3,"Just take away or delivery. don""t go there just order online.Been there then leave in next minute without ordering.Just 3 stars guys helped us out to beit jed restaurant.",a month ago
Abudi Halal,ChIJ_YB_IodZzpQRfLLcJed_64M,M H,1,"This restaurant isn""t in that spot where Google Maps shows. It seems to be in Rua Franca Pinto 118, Vila Mariana. Horrible website and I had to scavenge that address on their Instagram page that the owner apparently maintains...",2 months ago
Abudi Halal,ChIJ_YB_IodZzpQRfLLcJed_64M,Faisal Siddiqui,5,"One of the best Arabic dishes, i ever had  !!!",10 months ago
Abudi Halal,ChIJ_YB_IodZzpQRfLLcJed_64M,Ray Ac,5,"Delicious plates inspired by Lebanese and Syrian traditional cuisine. Each time I go there and I took the first bite, I feel like I am back in the Arabic countries I visited. True flavours, great proportions. They have amazing quick bites too.
I paid 25R$ for the food I got on the photo: 20R$ for the chicken filet with 2 sides (fattoush and humous here) + 5R$ for the kibbeh.

I highly recommend.

PS: they do delivery with UberEats",6 years ago
Abudi Halal,ChIJ_YB_IodZzpQRfLLcJed_64M,Radihisham Ismail,4,"Another good alternative place for people that looking for Arabic dishes in Sao Paulo and it""s more interesting because the food served here are HALAL. All their dishes are delicious and the price is affordable. Parking space is just besides the restaurant complete with car wash service.",2 years ago
Abudi Halal,ChIJ_YB_IodZzpQRfLLcJed_64M,Aryel Tupinambá,5,"Fantastic food, genuine Arabic flavours and very affordable! The staff is great, very welcoming. The place is very simple, but clean and roomy.",5 years ago
Rei da belewa doce árabe finos,ChIJa--tow1-mQARixaMb9nDCLc,Rei Da belewa,5,bom,9 years ago
Empório Árabe,ChIJD8Mhtiob6JQR08QIeWovm2Q,Cristina Limas,1,I can't get in contact with the company either by whats or by phone!,5 months ago
Empório Árabe,ChIJD8Mhtiob6JQR08QIeWovm2Q,Arlene Maria Dib,5,"A store with quality products, the halawi is delicious, the Tahinne is also very good...",a year ago
Empório Árabe,ChIJD8Mhtiob6JQR08QIeWovm2Q,Olinda Chamma,5,Excellent service and affordable prices. I liked it a lot.,11 months ago
Liban Gourmet,ChIJtTnRlkq5uZQRV2szibPNFRk,Silene Nascimento Venelli Costa,5,"I had a very good and pleasant experience there. The exposed sweets, the striking flavor and the care in each sweet are sensational. Mandatory visit for anyone going to the new Mercadão in the city.",3 years ago
Liban Gourmet,ChIJtTnRlkq5uZQRV2szibPNFRk,Paola D Angelo Bergamini,1,"I really like Lebanese food, I bought the esfirra and hummus and it's not worth the price. Very expensive and I've eaten others in the city infinitely better. I had a bad experience",3 months ago
Liban Gourmet,ChIJtTnRlkq5uZQRV2szibPNFRk,Elida Martins,5,Wonderful sweets… spectacular service.,a month ago
Liban Gourmet,ChIJtTnRlkq5uZQRV2szibPNFRk,jair araujo,4,Very good,3 months ago
Emporio Akkar,ChIJvTEJyfhYzpQRmqLfVcLijc4,Luciana Bicalho,5,"I'm suspicious to talk about this place, since I've been going there since I was a little girl, small and cozy, it has a variety of sweets and spices, products from the middle east, all the sweets are great, I can tell you for sure that it's worth going to this place!!!!",2 weeks ago
Emporio Akkar,ChIJvTEJyfhYzpQRmqLfVcLijc4,Olivio Fernando Fregolente,5,"The best shop for Lebanese, Syrian or Arab products in the 25 de Março region.
I recommend taking the Syrian bread and dry curd, always fresh and in different sizes and quantities.",9 months ago
Emporio Akkar,ChIJvTEJyfhYzpQRmqLfVcLijc4,edna calcina,5,"You can find products for wonderful Arab cuisine, as well as Arab sweets and breads. Lots of seasonings, dried fruits, etc... The service is great 👍",2 months ago
Emporio Akkar,ChIJvTEJyfhYzpQRmqLfVcLijc4,Cleidi Cubas,5,"Very good, whatever you need in Arabic spices, sweets etc. you find it at very affordable prices. Super Recommend.",3 months ago
Emporio Akkar,ChIJvTEJyfhYzpQRmqLfVcLijc4,Sidney Tome,5,"When I go to Rua 25 de Março, I pass by Empório Akkar.

I really like the products sold there. I usually buy the same things:

Syrian sweets are the best, sold individually or in packages with miniatures.

Sanabel's Arabic bread for me is the best and I've never found it elsewhere.

Dry curd is also the best for my taste buds.

I also like the sunflower and sesame candy bars.

In addition to imported Arab products.

It's worth going there and leaving full of delights.",11 months ago
Emporio Akkar,ChIJvTEJyfhYzpQRmqLfVcLijc4,Ricardo Oliveira,5,"Small place, but with Arabic sweets, jellies and affordable products to buy! I will order via delivery to test. I loved the babaguanuche with hummus and the Tahini with hummus from Al Rabi! Sweets are good!",a year ago
Emporio Akkar,ChIJvTEJyfhYzpQRmqLfVcLijc4,Luis Rosa,3,Good products but no place to eat on site. We had to eat in the street.,6 months ago
Emporio Akkar,ChIJvTEJyfhYzpQRmqLfVcLijc4,Wagner Roberto da Silva,5,"Sweets, spices, Syrian bread and the best, excellent service!",5 months ago
BemDito grills Restaurante,ChIJkUojPZtXzpQRpEJwvrmhUSc,Edson Chetta Filho,5,"Super nice place, well located, in front of Praça Benedito Calixto. Fresh buffet at all times. Well varied. Accepts multiple cards. Wheelchair accessible. It is not difficult to park. Mr. Jorge is a friend.",a year ago
BemDito grills Restaurante,ChIJkUojPZtXzpQRpEJwvrmhUSc,Rodrigo Berbel,5,"I doubt you'll eat here and never come back! This is one of the few places where the food is so (and always) fresh! There are always options for meat, fish (always Japanese food)!",3 years ago
BemDito grills Restaurante,ChIJkUojPZtXzpQRpEJwvrmhUSc,Deniseh G.,5,We had a happy hour with the course group and it was fantastic. I recommend,3 weeks ago
BemDito grills Restaurante,ChIJkUojPZtXzpQRpEJwvrmhUSc,Victor Muraki,1,"10/30/22 04:00 - it took a while to deliver a simple snack, it was delivered wrong, it took more than 30 minutes, all people who arrived later were served, disappointing, I do not recommend this place to anyone.",5 months ago
BemDito grills Restaurante,ChIJkUojPZtXzpQRpEJwvrmhUSc,Marjorie Valletta Luz,5,Delicious place and the singer Maika Rossi is sensational,3 years ago
BemDito grills Restaurante,ChIJkUojPZtXzpQRpEJwvrmhUSc,Antonio tadeu Massuia,2,Bife de chorizo....tough....tough to eat...good service...food...note 4...a steak like that should be very soft,6 months ago
BemDito grills Restaurante,ChIJkUojPZtXzpQRpEJwvrmhUSc,Eliane Driessen,5,"Lots of variety and delicious dishes!!!
Exceptional service!",4 months ago
BemDito grills Restaurante,ChIJkUojPZtXzpQRpEJwvrmhUSc,Fernanda Ferreira,5,"Wonderful lunch and snack, super recommend in addition to quality food, all employees are very polite and attentive. Top 🙂",8 months ago
Zeu's Hot Dog,ChIJaxQxFdXl3JQRPFqYBWRI5Ms,Marta de Freitas da Silva,5,Top 👏👏👏👏,2 months ago
Zeu's Hot Dog,ChIJaxQxFdXl3JQRPFqYBWRI5Ms,Andre Pereira Da Silva,5,Top,a month ago
Zeu's Hot Dog,ChIJaxQxFdXl3JQRPFqYBWRI5Ms,artur andrade,5,Top,10 months ago
Zeu's Hot Dog,ChIJaxQxFdXl3JQRPFqYBWRI5Ms,Doidao De água,5,Mlhr dog,4 years ago
Zeu's Hot Dog,ChIJaxQxFdXl3JQRPFqYBWRI5Ms,Adeildo Júnior,5,Dog top,3 years ago
Zeu's Hot Dog,ChIJaxQxFdXl3JQRPFqYBWRI5Ms,Lauro Ferrarini,5,Show!,a year ago
Zeu's Hot Dog,ChIJaxQxFdXl3JQRPFqYBWRI5Ms,altair oliveira,5,Top....,2 years ago
Zeu's Hot Dog,ChIJaxQxFdXl3JQRPFqYBWRI5Ms,Charley Cordeiro,5,Amazing!,2 years ago
Bar e Lanchonete da Graça,ChIJxeRCLET4zpQRoRf5jpTHqas,Marcos Freitas,5,Very good feijoada served on Weds and Sats.,a year ago
Bar e Lanchonete da Graça,ChIJxeRCLET4zpQRoRf5jpTHqas,Wilians Francis,5,Top,2 years ago
Bar e Lanchonete da Graça,ChIJxeRCLET4zpQRoRf5jpTHqas,Gorete Maciel,5,"Feijoada light and tasty, delicious, those who don't know should go and try it, great service, everything clean... a great show! Cold beer! Rustic atmosphere but everything quiet, worth the meal!",a month ago
Bar e Lanchonete da Graça,ChIJxeRCLET4zpQRoRf5jpTHqas,Luana Valentino,5,"Best feijoada and crackling ever! Cold beer, great service!
The place is small but very cozy, I recommend it!",7 months ago
Bar e Lanchonete da Graça,ChIJxeRCLET4zpQRoRf5jpTHqas,Luis Petrucelli,5,Very simple place. EXCELLENT food! Very good service!,2 years ago
Bar e Lanchonete da Graça,ChIJxeRCLET4zpQRoRf5jpTHqas,Milena Cruz,4,"Pleasant atmosphere... a rustic touch, we had the feijoada, light, tasty, it was an average portion for two adults and a child, we ate well and the price was right. We will certainly be back.",10 months ago
Bar e Lanchonete da Graça,ChIJxeRCLET4zpQRoRf5jpTHqas,daniel sangar,5,"Excellent service and food!!!
The couple Dna Graça and Antônio are always welcoming, great seasoning and excellent feijoada.",3 months ago
Bar e Lanchonete da Graça,ChIJxeRCLET4zpQRoRf5jpTHqas,Edson Pereira,5,Very good food and good service,3 years ago
DOGUERIA HOT DOG FAMILY DELIVERY ®,ChIJOwEnqeE7z5QRqzpOARdjtko,Weliton Bruno Santolica,5,Top,3 years ago
DOGUERIA HOT DOG FAMILY DELIVERY ®,ChIJOwEnqeE7z5QRqzpOARdjtko,Heverton Araki (Ton),5,"Quality in service and products made with great affection and whim, in addition to being delicious, I highly recommend it 🍔🍟🌭",3 years ago
DOGUERIA HOT DOG FAMILY DELIVERY ®,ChIJOwEnqeE7z5QRqzpOARdjtko,Janaina Pires,5,"Really delicious 😋😋
Excellent service, clean and simple place, it just takes a while to leave, probably due to great demand!!
I will definitely come back more often",3 years ago
DOGUERIA HOT DOG FAMILY DELIVERY ®,ChIJOwEnqeE7z5QRqzpOARdjtko,antonio roberto,5,Too top can go delicious,2 years ago
DOGUERIA HOT DOG FAMILY DELIVERY ®,ChIJOwEnqeE7z5QRqzpOARdjtko,TomGal 07,4,very good place,2 years ago
DOGUERIA HOT DOG FAMILY DELIVERY ®,ChIJOwEnqeE7z5QRqzpOARdjtko,Fabricio Carmo,5,Pit bull in the tray tooooop,5 years ago
DOGUERIA HOT DOG FAMILY DELIVERY ®,ChIJOwEnqeE7z5QRqzpOARdjtko,Wilker Luiz Santos Da Silva,5,Cozy place and very good snacks. Congratulations and recommend.,a year ago
DOGUERIA HOT DOG FAMILY DELIVERY ®,ChIJOwEnqeE7z5QRqzpOARdjtko,Ezequias Santos,5,Very good excellent service,2 years ago
La Braciera Pizza Napoletana - Higienópolis,ChIJ9YKDgBdYzpQRwOecNXscrg8,Fábio Henrique Bittes Terra,5,"An amazing great surprise: this is a great pizzaria in SP, leveling the most traditional ones. The menu is full of options, but not too large, what is good. Price averages the other pizza places in SP. It is definitely a place worth going.",11 months ago
La Braciera Pizza Napoletana - Higienópolis,ChIJ9YKDgBdYzpQRwOecNXscrg8,Alejandro Fiel Martínez,5,Great pizza and attention with outside tables. Best pizza I had in Sao Paulo.,11 months ago
La Braciera Pizza Napoletana - Higienópolis,ChIJ9YKDgBdYzpQRwOecNXscrg8,Yemi Oni,5,Super legal!,a week ago
La Braciera Pizza Napoletana - Higienópolis,ChIJ9YKDgBdYzpQRwOecNXscrg8,David Rotenberg,5,"Small place, superb pizza, moderate prices. Try their appetizers!",4 years ago
La Braciera Pizza Napoletana - Higienópolis,ChIJ9YKDgBdYzpQRwOecNXscrg8,rubens kinjo,5,Best pizza place in the area (Higienopolis),4 years ago
La Braciera Pizza Napoletana - Higienópolis,ChIJ9YKDgBdYzpQRwOecNXscrg8,Cels Beckman,5,Just amazing!,10 months ago
La Braciera Pizza Napoletana - Higienópolis,ChIJ9YKDgBdYzpQRwOecNXscrg8,VESSC Publicidade,4,Show,4 years ago
Suco Bagaço,ChIJlRgAX1BQzpQRB0keE-DrvdA,Tereza Borba Elias,5,"I went to Boa Vista shopping on Monday of last week and decided to have a snack at Suco e Bagaço. I had a delicious and healthy juice, not to mention the heart of palm wrap, which I also thought was delicious! I left there feeling well fed and without that heaviness in my stomach that I feel when I eat snacks at McDonald's or Burger King. Now I'm already a customer and a fan of the Suco e Bagaço franchise! I recommend it! Oh, and the attendants are very attentive ,they take your order to the table,I loved everything!Congratulations and much success!
Oiiiiii! I'm here again because it's the only place that serves healthy snacks and wonderful juices! Today I had heart of palm wrap with olives, lettuce, cucumber, tomato, etc. And pineapple juice with ginger and orange, all very healthy and delicious as always!!",3 days ago
Suco Bagaço,ChIJlRgAX1BQzpQRB0keE-DrvdA,Yves Marinho,5,A healthy meal in the midst of so many normal fast foods. Very big and delicious salad. I recommend,7 months ago
Suco Bagaço,ChIJlRgAX1BQzpQRB0keE-DrvdA,Amanda Arcanjo,1,"Bad service and horrible juice. I ordered the orange-only juice to give to a child as it was the only option without ice. The girl poured from a pitcher. When I asked if she didn't do it right away, she said: we do it right away and leave it in the jar. Ridiculous! To make matters worse, the juice was so weak that it looked more like water than orange. I hated it!",11 months ago
Suco Bagaço,ChIJlRgAX1BQzpQRB0keE-DrvdA,Henrique Sales,5,"Amazing place, juices to taste, you choose the juice you want, sensational service, come check it out, I'm sure you'll like it.",a year ago
Suco Bagaço,ChIJlRgAX1BQzpQRB0keE-DrvdA,Daniela Fernandes Silva,2,"Great options on the menu, however, the service is terrible, very slow. I was more than half an hour waiting for 1 juice and 1 fruit salad and there was no other order at the front. All the attendants are terrible.",3 years ago
Suco Bagaço,ChIJlRgAX1BQzpQRB0keE-DrvdA,Marco Campos,5,Wonderful juices.,5 years ago
Suco Bagaço,ChIJlRgAX1BQzpQRB0keE-DrvdA,Eduardo Soares,5,Wonderful juices.....,6 years ago
Suco Bagaço,ChIJlRgAX1BQzpQRB0keE-DrvdA,Roberio Moreira,5,Great juice options,3 years ago
Vecchio Pizzaria,ChIJhzLzk5_3zpQRHmMPqwt15xk,Carol Yumi,1,"I give up on this pizzeria. We gave many chances, even after susceptible mistakes and today, after another mistake, we gave up.
I write this review eating a cold 'arugula' pizza and WITHOUT the arugula, just as I have also paid for a zucchini pizza WITH jam that came WITHOUT the jam, and/or pizza with sesame border that came WITHOUT the sesame. The debit is automatic, while customer care is in the long term and out of sight; as well as the direction that is 'new' and curiously keeps making mistakes in the same things.",3 months ago
Vecchio Pizzaria,ChIJhzLzk5_3zpQRHmMPqwt15xk,Renato Rodrigues,5,"Very nice place, cozy and the pizza is great with perfect service.",4 years ago
Vecchio Pizzaria,ChIJhzLzk5_3zpQRHmMPqwt15xk,Fiorella Escobar,1,"NO DELIVERY!! Very disrespectful! After 2 hours of placing my order, I had to cancel it because I had guests at home and the attendant kept fooling me with the comments of “it’s out” “5 more minutes” “it’s coming”.. they were like that the whole time! They don't deserve even one star because the pizzeria doesn't deliver!!",6 months ago
Vecchio Pizzaria,ChIJhzLzk5_3zpQRHmMPqwt15xk,Lucas Duarte,3,"They are 3 stars because the dough was a little raw, the filling is good, however, very little filling. Very different from what I saw on Instagram. I don't think we will order from this pizzeria again...",5 months ago
Vecchio Pizzaria,ChIJhzLzk5_3zpQRHmMPqwt15xk,Ivanilton Alex,5,"Cozy place, great service, clean environment, I will be back more often.",3 years ago
Vecchio Pizzaria,ChIJhzLzk5_3zpQRHmMPqwt15xk,Hélio Barbosa,4,"Very good, tasty and well-made food, pleasant atmosphere, very helpful, but needs to improve a little in terms of attention to the tables in order to check if the customer wants something more",4 years ago
Vecchio Pizzaria,ChIJhzLzk5_3zpQRHmMPqwt15xk,Eduardo Gonzalez,1,"We ordered a pizza and delivery took two hours to arrive. After a year, we tried again believing it would get better and unfortunately we had to give up after waiting 1:40 hours. We even tried to find a solution after the neglect generated but the attendant didn't even bother with us. Unfortunate!",6 months ago
Vecchio Pizzaria,ChIJhzLzk5_3zpQRHmMPqwt15xk,Nina Santos,5,I love this place Good food good music polite and professional staff.,3 years ago
Confeitaria Rosinha,ChIJOy6atZvm3JQRRFpujAmMeO0,Fabio Caliman,5,Try Marta Rocha Cake!,6 years ago
Confeitaria Rosinha,ChIJOy6atZvm3JQRRFpujAmMeO0,Kalina,1,"The negative evaluation is due to the fact that they removed the option to eat on site. It was a hand on the wheel, and it was a nice option for an afternoon snack. Unfortunately they set up a festive goods store in the place, which I thought was pretty pointless. A real pity, because I stopped being a customer.",2 weeks ago
Confeitaria Rosinha,ChIJOy6atZvm3JQRRFpujAmMeO0,Luciana Sauder,5,"Traditional sweets you won't find the same! Large portion for being party size, incomparable flavor, just wonderful. The cake was also very tasty. Snack was good. Rosinha one of the best in Curitiba!",a year ago
Confeitaria Rosinha,ChIJOy6atZvm3JQRRFpujAmMeO0,Jonny Simoes,5,"In September, I ordered a cake and some snacks to surprise my girlfriend and her little girl.
As I am out of the country, my contact was all via whats App.
Ms. Vanessa's attention, her friendliness and care with my order and requests were SENSATIONAL!! You're great!
And as for the quality and presentation, as they described it to me, everything was very fresh and delicious.
I really want to visit the store when I go to Curitiba, and try the famous empadinha!
Congratulations on the excellent work and may they continue to be a success.",3 years ago
Confeitaria Rosinha,ChIJOy6atZvm3JQRRFpujAmMeO0,Felipe Gabriel,5,"Excellent quality sweets. Super attentive service.
Order accepted.
In addition to the confectionery, they have a part for party decorations.",3 months ago
Confeitaria Rosinha,ChIJOy6atZvm3JQRRFpujAmMeO0,Jeann Fabro,5,"I really liked the fried snacks, however, the shrimp bundle was not to my liking, but it's a matter of taste.",a month ago
Confeitaria Rosinha,ChIJOy6atZvm3JQRRFpujAmMeO0,Anna Kaminski,3,"Acceptable service, high prices, when I suggested adding zero lactose options to the attendant, she was rude. I do not recommend.",3 months ago
Confeitaria Rosinha,ChIJOy6atZvm3JQRRFpujAmMeO0,Wagner P. Martins,5,"Excellent patisserie with very good sweets. My favorite is milfoil, stuffed with dulce de leche.",6 months ago
Pizzaria e Sanduíche Vila Rica,ChIJSxa0PeiWpgAR4C-N7ENjocE,rogerio nest,5,Top,4 years ago
Pizzaria e Sanduíche Vila Rica,ChIJSxa0PeiWpgAR4C-N7ENjocE,Carlos Jonatas,5,Top,4 years ago
Pizzaria e Sanduíche Vila Rica,ChIJSxa0PeiWpgAR4C-N7ENjocE,Anazu C. Sangi,5,Excellent,5 years ago
Pizzaria e Sanduíche Vila Rica,ChIJSxa0PeiWpgAR4C-N7ENjocE,Monica Galvani,1,"Goodnight! On 02/21 I placed an order for number 43, it took longer than what I had been told to arrive … but I didn't complain … I paid for the order … but when I opened the hamburger it came with cheese and on the menu the hamburger doesn't have cheese. So I made the complaint, sent a photo, called and they told me they would solve it. However, 4 days have passed and no one has returned to contact me. I called to try to solve it and I was very poorly attended and very rude by Mr. Antonio. As if it was my fault that I got the order wrong.",a month ago
Pizzaria e Sanduíche Vila Rica,ChIJSxa0PeiWpgAR4C-N7ENjocE,Kelen Trindade,1,"Wow, zero chances of ordering dnv… It took 2hrs for my sandwich to arrive, when it did, it didn't come with the sauce I ordered, it didn't come with the correct sandwich I ordered… The TINY sandwich! Terrible 😪",4 weeks ago
Pizzaria e Sanduíche Vila Rica,ChIJSxa0PeiWpgAR4C-N7ENjocE,Stephanie9 Gomes,1,They don't deliver the order on time I placed my order more than an hour passed and the order hadn't even been ready he said he was making it and would send it on the next delivery my family and I were waiting and everyone was asleep I canceled the order for that reason and the attendant thought it was bad because I'm still canceling,5 months ago
Pizzaria e Sanduíche Vila Rica,ChIJSxa0PeiWpgAR4C-N7ENjocE,Carlos Cruz_,1,No commitment to the customer! 2 hours an order to be delivered,a month ago
