position,title,place_id,data_id,data_cid,rating,reviews,price,type,address,latitude,longitude,open_state,description,thumbnail
4,Pizzaria Artur Alvim,ChIJq5VMPjNnzpQRpWSI_uSr7QE,0x94ce67333e4c95ab:0x1edabe4fe8864a5,138956163529598117,4.6,443.0,$$,Pizza restaurant,"Av. Paraguassu Paulista, 806 - Vila Santa Teresa, São Paulo - SP, 03564-000, Brazil",-23.5376577,-46.4908277,Open ⋅ Closes 12 AM,"Pizza takeout & delivery place. Unfussy pizza delivery & takeout shop offering a broad, traditional menu of savory & sweet pies.",https://lh5.googleusercontent.com/p/AF1QipPEbLFayu_gsK_svA3J-n3N1PpLEPEi-NVtheLm=w122-h92-k-no
5,Pizzaria e Churrascaria São Paulo Delivery,ChIJLYTsCyJnzpQRmXZqTZh1nkM,0x94ce67220bec842d:0x439e75984d6a7699,4872461143855756953,4.0,2.0,,Pizza restaurant,"R. Luís Norberto Freire, 408 - Jardim Brasilia (Zona Leste), São Paulo - SP, 03585-150, Brazil",-23.5702273,-46.4910632,Open ⋅ Closes 12 AM,,https://lh5.googleusercontent.com/p/AF1QipPlgKZMqNUxUh3Ed3X6AyQsoF7JqfKpfVTVL-ZB=w80-h106-k-no
7,Pizzaria São Pedro,ChIJeR5vtzdZzpQRPTo6OuQhXW0,0x94ce5937b76f1e79:0x6d5d21e43a3a3a3d,7880492187081390653,4.5,3168.0,$$$,Pizza restaurant,"Rua Javari, 333 - Mooca, São Paulo - SP, 03112-100, Brazil",-23.5541132,-46.6028062,Open ⋅ Closes 11 PM,A traditional thin-crust pizza joint. A well-known family-friendly pizzeria that offers 60 types of toppings on thin & crispy crusts.,https://lh5.googleusercontent.com/p/AF1QipO80M1sOLatztVYf2kvplrK6QppEcgkY6G6GRp9=w101-h92-k-no
8,Pizzaria La Boa,ChIJvWj13Z1lzpQR9lQv4D5Gbuk,0x94ce659dddf568bd:0xe96e463ee02f54f6,16820458894138496246,4.0,93.0,,Pizza restaurant,"R. Vitalina Maria de Jesus Schalch, 897 - Loja B - Jardim São Paulo (Zona Leste), São Paulo - SP, 08490-480, Brazil",-23.5681856,-46.4018421,Open ⋅ Closes 1 AM,,https://lh5.googleusercontent.com/p/AF1QipNCg4QpbACOgpY8f1820jKf_dTfJuN6Q3x6S4Ac=w80-h142-k-no
9,Território da pizza,ChIJB1tuVt9gzpQRCZnemQbKoLA,0x94ce60df566e5b07:0xb0a0ca0699de9909,12727394676649138441,4.4,636.0,$,Pizza restaurant,"R. Anajazeira, 415 - Vila Uniao (Zona Leste), São Paulo - SP, 03683-030, Brazil",-23.5173269,-46.477924,Open ⋅ Closes 12 AM,,https://lh5.googleusercontent.com/p/AF1QipMX1OyYAUMn6OSOmng-l6qVKCW0-EioBvjtg3KT=w80-h106-k-no
10,Pizzaria Em São Paulo - Só Delicia,ChIJA9F_aAJhzpQRsIJUZsu0cpw,0x94ce6102687fd103:0x9c72b4cb665482b0,11273271602949948080,,,,Pizza restaurant,"Rua Torixoréu - Sao Miguel, São Paulo - SP, 08020-010, Brazil",-23.4995088,-46.4435558,,,https://lh5.googleusercontent.com/p/AF1QipPgZsdiBqioJ6WlQdmbh-j-KgeFXrsZl3Tk7D3k=w163-h92-k-no
11,Pizza Bari,ChIJ8e7WE55XzpQRDdJ5ECey7b0,0x94ce579e13d6eef1:0xbdedb2271079d20d,13685790723498693133,4.7,284.0,$$,Pizza restaurant,"R. Martim Pescador, 227 - Tatuapé, São Paulo - SP, 03312-050, Brazil",-23.5513039,-46.5627324,Open ⋅ Closes 12 AM,"Creative, contemporary pizzeria. Refined spot for traditional & dessert pizzas, with unique grilled burgers wrapped in dough.",https://lh5.googleusercontent.com/p/AF1QipP8u95wpoIgaE3WYeXON7gwdkQcPBsP_COB67Hf=w122-h92-k-no
12,"1900 Pizzeria Tatuapé: Pizzaria em São Paulo, Pizzas, Doces e Veganas",ChIJtwd0-pJezpQRsecY17TF90M,0x94ce5e92fa7407b7:0x43f7c5b4d718e7b1,4897600500282222513,4.5,1262.0,$$$,Pizza restaurant,"R. Itapura, 787 - Vila Gomes Cardim, São Paulo - SP, 03310-000, Brazil",-23.545465,-46.56611,Open ⋅ Closes 12 AM,"A traditional, family-friendly pizzeria. A famous, family-friendly pizzeria known for its traditional pizzas with a gourmet touch, plus wine.",https://lh5.googleusercontent.com/p/AF1QipOtDe--170CDB6lFftbPKf0CtRuZbCQCmfNbQmk=w102-h92-k-no
13,mp pizza,ChIJ2ep54fZfzpQR_o8MglyqplY,0x94ce5ff6e179ead9:0x56a6aa5c820c8ffe,6243865247691345918,5.0,4.0,,Pizza restaurant,"R. Atucuri, 334 - Chácara Santo Antônio (Zona Leste), São Paulo - SP, 03411-000, Brazil",-23.5476194,-46.5468469,Open ⋅ Closes 11 PM,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=R-scgKQHK2d4r2tU7-AsFQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=347.40924&pitch=0&thumbfov=100
14,Pizzaria La Karol,ChIJq4B9P65fzpQR_y6Acj5MiAo,0x94ce5fae3f7d80ab:0xa884c3e72802eff,758940368304615167,4.3,259.0,,Pizza delivery,"R. Malacacheta, 121 - Jardim Jaú (Zona Leste), São Paulo - SP, 03713-020, Brazil",-23.5115603,-46.5463851,Open ⋅ Closes 12 AM,,https://lh5.googleusercontent.com/p/AF1QipMHCbwK1ju6yHwHo7E8dBUG2B3z0WqInhGIY4H2=w80-h106-k-no
15,Sheib's - Pizzaria Bar Restaurante,ChIJ7d3olqNlzpQRIyrr92KKYX8,0x94ce65a396e8dded:0x7f618a62f7eb2a23,9178769673228593699,4.3,202.0,$,Pizza restaurant,"R. Dr. João Leal da Costa, 26a - 460 - Jardim Sao Paulo(Zona Leste), São Paulo - SP, 08461-460, Brazil",-23.5607478,-46.4072528,Open ⋅ Closes 12 AM,,https://lh5.googleusercontent.com/p/AF1QipNgiXAfsQK24_CbneI_rzGM0PvgjIDk6sq_BC-Z=w189-h92-k-no
16,Pizzaria 30 Sabores,ChIJ75Rtw4lezpQRuRiAd3zsZOQ,0x94ce5e89c36d94ef:0xe464ec7c778018b9,16457538957643618489,4.3,82.0,,Pizza restaurant,"R. Nova Jerusalém, 1156 - Chácara Santo Antônio (Zona Leste), São Paulo - SP, 03410-000, Brazil",-23.5518015,-46.5517717,Open ⋅ Closes 11:40 PM,,https://lh5.googleusercontent.com/p/AF1QipOZcm_0uTHlWMHBiGg8fCY_pZbsdixsuwCOc2ML=w145-h92-k-no
17,Pizzaria Janine 2,ChIJTVQBscVlzpQR_iKUa3eVFHs,0x94ce65c5b101544d:0x7b1495776b9422fe,8868877906337866494,3.1,85.0,,Pizza restaurant,"R. da Passagem Funda, 1298 - Jardim Sao Carlos (Zona Leste), São Paulo - SP, 08411-010, Brazil",-23.553194,-46.4136199,Open ⋅ Closes 1 AM,,https://lh5.googleusercontent.com/p/AF1QipPLfiBzbkPF5BF3mbhmIvOKCAAckQZ8eGCgDLFp=w163-h92-k-no
18,Pizzaria Nova Italia,ChIJudEOQcNgzpQRWwhIrHj-KwE,0x94ce60c3410ed1b9:0x12bfe78ac48085b,84440812276418651,4.2,218.0,$,Pizza restaurant,"Rua João José de Queiroz, 1084 - Vila Sao Francisco (Zona Leste), São Paulo - SP, 03679-000, Brazil",-23.522585,-46.491962,Open ⋅ Closes 12 AM,,https://lh5.googleusercontent.com/p/AF1QipPO_WlNqw9HwrAeiC2aex9T8RSpJ9tNKkfPYLc=w122-h92-k-no
19,Pizzaria Emoções,ChIJpa_iL61dzpQRXLfxshZTyK4,0x94ce5dad2fe2afa5:0xaec85316b2f1b75c,12594407714898163548,4.6,33.0,,Pizza restaurant,"Av. Casa Grande, 801 - Vila Cunha Bueno, São Paulo - SP, 03260-000, Brazil",-23.604224,-46.5171406,Open ⋅ Closes 11 PM,,https://lh5.googleusercontent.com/p/AF1QipOc71P5BdWvt_RS4Zzl8yN7-xsqDK-jk3QmQzhx=w163-h92-k-no
20,Dom Fabrizio Pizzaria,ChIJgawOsDFczpQRp0dVuTTL9p0,0x94ce5c31b00eac81:0x9df6cb34b95547a7,11382508535533619111,4.5,179.0,,Pizza restaurant,"Av. Luca, 54 - Chácara Mafalda, São Paulo - SP, 03370-010, Brazil",-23.5722496,-46.5614281,Open ⋅ Closes 12 AM,,https://lh5.googleusercontent.com/p/AF1QipOQWa9TtR-arAE9lSq0wXzeWuqI1TfHJUvlkzXA=w122-h92-k-no
1,Pizzaria Pitu,ChIJC9MkWFVhzpQR6xMtZHC1YUA,0x94ce61555824d30b:0x4061b570642d13eb,4639188585489961963,4.1,203.0,,Pizza restaurant,"R. Cardon, 938 - Jardim Ipanema(Zona Leste), São Paulo - SP, 08041-320, Brazil",-23.5179208,-46.4395988,Open ⋅ Closes 12 AM,,https://lh5.googleusercontent.com/p/AF1QipP6yM177l9fvrZFgDjVYi1QVh3HJusq9g7he6Q0=w80-h160-k-no
2,Pizzaria Tradição Savoy,ChIJ8SvvSQlnzpQRz0rbRFoXioc,0x94ce670949ef2bf1:0x878a175a44db4acf,9766644418376059599,4.1,161.0,,Pizza restaurant,"R. Luís Norberto Freire, 493 - Jardim Brasilia (Zona Leste, São Paulo - SP, 03585-150, Brazil",-23.5708676,-46.4905706,Open ⋅ Closes 12 AM,,https://lh5.googleusercontent.com/p/AF1QipMlhfy_2Xu7hXAm1fUf7IClB6xUyAMjruc7FKda=w80-h106-k-no
3,PIZZARIA E RESTAURANTE SHALON,ChIJu8RGaLFlzpQRqMZTYBumi7Y,0x94ce65b16846c4bb:0xb68ba61b6053c6a8,13153789773176096424,4.4,133.0,,Pizza restaurant,"R. Saturnino Pereira, 965 - Vila Santa Cruz (Zona Leste), São Paulo - SP, 08411-000, Brazil",-23.5523427,-46.4133437,Open ⋅ Closes 12 AM,,https://lh5.googleusercontent.com/p/AF1QipNJul6SjS4b9UTOlYlU2rUoVs6-txoI4kC56ynE=w80-h106-k-no
6,Pizzaria Arte Pizza,ChIJ438jCEdkzpQRqfWeg0gcjsc,0x94ce644708237fe3:0xc78e1c48839ef5a9,14379461758012028329,4.4,169.0,$,Pizza restaurant,"R. Miguel Martins Lisboa, 1b - Jardim Aurora (Zona Leste), São Paulo - SP, 08431-170, Brazil",-23.5373724,-46.4183326,Open ⋅ Closes 1:05 AM,,https://lh5.googleusercontent.com/p/AF1QipPxOeiMtkFWmHe8xZjvUORGhyx8cJYkLXqwEbow=w80-h142-k-no
11,Jungle Garden Pub,ChIJRaucEt5_mQAR68qhEb3ivmw,0x997fde129cab45:0x6cbee2bd11a1caeb,7835949703343753963,4.3,1363.0,$$,Pub,"R. Martins Ferreira, 48 - Botafogo, Rio de Janeiro - RJ, 22271-010, Brazil",-22.9536237,-43.1953876,Open ⋅ Closes 2 AM,,https://lh5.googleusercontent.com/p/AF1QipO7GhGiAiW7tZYEAJH97xPSq6AJPFpNXvj6eVNH=w137-h92-k-no
13,Jângal,ChIJw9XqSs-ZpgARmBo7SNDd4VQ,0xa699cf4aead5c3:0x54e1ddd0483b1a98,6116413655580613272,4.3,3797.0,$$,Live music bar,"R. Outono, 523 - Cruzeiro, Belo Horizonte - MG, 30310-020, Brazil",-19.9426655,-43.9293252,Open ⋅ Closes 1 AM,"An artistic space with drinks & music. A rustic, artistic bar with cocktails, finger food, a roofed terrace, plants, live music & more.",https://lh5.googleusercontent.com/p/AF1QipOUCaZOYD5f3JWeq_axy2It7-G0pBrKDIuezWzh=w138-h92-k-no
20,Cola na Base,ChIJ03Ot9RADzpQRAaCBcDapBX4,0x94ce0310f5ad73d3:0x7e05a9367081a001,9080850274943344641,4.5,1081.0,$$,Bar,"R. Alagoas, 6 - Gonzaga, Santos - SP, 11065-120, Brazil",-23.9644778,-46.3361273,Open ⋅ Closes 1 AM,,https://lh5.googleusercontent.com/p/AF1QipNHd4CyQferUtkE1KY8SvFUav3aHCFN5Rc7Cgg=w137-h92-k-no
4,Santo Graal Bar,ChIJN1RqwdhczpQRkQijTowWIQY,0x94ce5cd8c16a5437:0x621168c4ea30891,441659030329559185,4.5,2989.0,$$,Bar,"Av. Pres. Kennedy, 1103 - Santa Paula, São Caetano do Sul - SP, 09560-010, Brazil",-23.6220051,-46.5559662,Open ⋅ Closes 12 AM,"Lively setting for cocktails & concerts. Upbeat, spacious venue with industrial decor featuring live music, plus light bites & cocktails.",https://lh5.googleusercontent.com/p/AF1QipO0TpzTzcJiQXPO-BvQ0wscNDFthgvyU33G2hfI=w138-h92-k-no
9,Quintal do Espeto Alto da Lapa,ChIJgRQVyIT4zpQRuKjA9qG8hnY,0x94cef884c8151481:0x7686bca1f6c0a8b8,8540721147170302136,4.2,4279.0,$$,Cocktail bar,"R. Dr. José Elias, 547 - Alto da Lapa, São Paulo - SP, 05083-030, Brazil",-23.5330251,-46.7182847,Open ⋅ Closes 12 AM,An informal kabob restaurant. Laid-back bar & restaurant that serves a variety of kabobs in a covered area with lots of greenery.,https://lh5.googleusercontent.com/p/AF1QipN-mF0Qgmkd4u664AfVB2LVGQe4MgEs5ZXzuVv0=w139-h92-k-no
13,MeetMe,ChIJf0fq4GKXpgARhNlvDEznMCk,0xa69762e0ea477f:0x2930e74c0c6fd984,2968126468249344388,4.4,2193.0,$$,Bar,"Av. Prudente de Morais, 15 - Lourdes, Belo Horizonte - MG, 30350-093, Brazil",-19.9357531,-43.9464542,Open ⋅ Closes 1 AM,,https://lh5.googleusercontent.com/p/AF1QipNfjbw1LANXGSdgWibd1tLoGkajyGkntuPq5VLr=w122-h92-k-no
14,Botequim Okê,ChIJwfrZ8Rd9mQARhOE4mYPVPaI,0x997d17f1d9fac1:0xa23dd5839938e184,11690734968911749508,4.2,321.0,,Karaoke bar,"R. Sá Viana, 141 - Grajau, Rio de Janeiro - RJ, 20540-260, Brazil",-22.9265637,-43.2597893,Open ⋅ Closes 2 AM,"Casual gastropub with games & kids' area. A bustling 2-story pub, with karaoke room, lounge, snooker & game room with a children's area.",https://lh5.googleusercontent.com/p/AF1QipN4jKg9og0-WOtgPSuutH8x7Px-u8sjw1s3t9DS=w163-h92-k-no
16,Play Bar - Bar e Restaurante,ChIJsxD8EoOXpgARA1AxkcJynPk,0xa6978312fc10b3:0xf99c72c291315003,17986377191796068355,3.7,109.0,,Bar,"R. José Rodrigues Pereira, 640 - Estoril, Belo Horizonte - MG, 30455-640, Brazil",-19.9684732,-43.9593664,Open ⋅ Closes 12 AM,,https://lh5.googleusercontent.com/p/AF1QipPHmOIY1coUlafDIGsIFbmjdOebjyGsU_xqFYpy=w80-h106-k-no
18,Tulum Bar & Club,ChIJoYjVZSFXzpQRNdO4EaShmww,0x94ce572165d588a1:0xc9ba1a411b8d335,908497475889320757,4.1,761.0,,Bar,"R. Gomes de Carvalho, 1666 - Vila Olímpia, São Paulo - SP, 04547-006, Brazil",-23.5953161,-46.6883082,Open ⋅ Closes 3 AM,"Sleek stop for cocktails & DJ music. Tropical-themed nightspot with classic & creative cocktails, bar food & DJs, plus a patio.",https://lh5.googleusercontent.com/p/AF1QipOwTIWwkaUweJJHqW8qeKAYHlgkUgUPA0G_FSzu=w137-h92-k-no
20,O Bar do Açougueiro,ChIJS6DjlqLl3JQRDTF7IyirKR8,0x94dce5a296e3a04b:0x1f29ab28237b310d,2245514078103220493,4.3,1426.0,$$,Bar,"Av. dos Estados, 450 - Água Verde, Curitiba - PR, 80610-040, Brazil",-25.4643463,-49.2837831,Open ⋅ Closes 11 PM,"Beer & grilled meats in humble surrounds. Airy, unassuming option specializing in grilled meats & hearty burgers, plus draft beer.",https://lh5.googleusercontent.com/p/AF1QipNSUqCnQVSEntXrSpdPO_Q7iC-iGGdCsxAHsaed=w163-h92-k-no
4,the Coconut Bar,ChIJJ3BLV15ZzpQRmcyaBdKInWY,0x94ce595e574b7027:0x669d88d2059acc99,7394216598830763161,4.3,170.0,$,Bar,"Av. Dom Pedro I, 1101 - Ipiranga, São Paulo - SP, 04208-052, Brazil",-23.5750481,-46.6103319,Open ⋅ Closes 12 AM,,https://lh5.googleusercontent.com/p/AF1QipNICfmQd9sFEbmxeCdnCAZogAeYcicpcuqPh6rk=w163-h92-k-no
5,Big Ben Pub,ChIJwSnOffJ_mQARFbsV9hiPZck,0x997ff27dce29c1:0xc9658f18f615bb15,14512162711641897749,4.2,1131.0,$$$,Karaoke bar,"R. Muniz Barreto, 374 - Botafogo, Rio de Janeiro - RJ, 22251-090, Brazil",-22.9448383,-43.1841294,Open ⋅ Closes 2 AM,"Beer, darts & music in a British pub. Casual food & imported beer in British-themed bar, with specials, darts, karaoke & live music.",https://lh5.googleusercontent.com/p/AF1QipPoXG2ygCiapgZ7PAT5UAaz1kCR_eEsSKq-s1jo=w80-h106-k-no
7,Brooks Pub (Méier),ChIJFXUlCKF9mQARVjM1-EpEE30,0x997da108257515:0x7d13444af8353356,9012622368080999254,4.5,2029.0,$$,Irish pub,"R. Barão de São Borja, 11 - Méier, Rio de Janeiro - RJ, 20720-300, Brazil",-22.9049977,-43.2876942,Open ⋅ Closes 3 AM,,https://lh5.googleusercontent.com/p/AF1QipMuJt-9i-Try1SmnSac486Ey7nJ54a4aIx4HgeL=w138-h92-k-no
8,Leviano Bar,ChIJwyx8lGR_mQARxf8V0D_bErs,0x997f64947c2cc3:0xbb12db3fd015ffc5,13480077701793841093,4.3,2634.0,$$,Bar,"Av. Mem de Sá, 47 - Centro, Lapa - RJ, 20230-150, Brazil",-22.9134613,-43.1806728,Open ⋅ Closes 4 AM,"Live music & cocktails in a mansion. Samba, forró, acrobatic shows & more in a restored mansion serving cocktails & imported beer.",https://lh5.googleusercontent.com/p/AF1QipPC_MZoSnqAQ9ho44lXUJzGeM5y3Dj5hWuAT326=w163-h92-k-no
10,Norival Bar,ChIJg5K_UTjYzZQR-chsHyXRZMg,0x94cdd83851bf9283:0xc864d1251f6cc8f9,14439896262627870969,4.4,1712.0,$$,Bar,"Av. Cap. Manoel Rudge, 146 - Parque Monte Libano, Mogi das Cruzes - SP, 08780-290, Brazil",-23.5217534,-46.1823391,Open ⋅ Closes 1 AM,,https://lh5.googleusercontent.com/p/AF1QipOgWB1doA3ZDOfph8VSOzPl0KqOcdXhj5L4Jli0=w122-h92-k-no
12,Dekker Bar,ChIJp9o6zsUDz5QRcEu9bnZjIh0,0x94cf03c5ce3adaa7:0x1d2263766ebd4b70,2099349736623262576,4.0,277.0,,Bar,"Av. Arnaldo Rodrigues Bitencourt, 866 - Vila Nilva, Barueri - SP, 06400-000, Brazil",-23.5085389,-46.8675878,Open ⋅ Closes 2 AM,,https://lh5.googleusercontent.com/p/AF1QipNWH0dZdxuuUmh30aO5oEs8Fx074yTHExukInrk=w122-h92-k-no
13,Bar CanaBenta,ChIJjzaXYkrk3JQRlraPWN6yGPk,0x94dce44a6297368f:0xf918b2de588fb696,17949292982923409046,4.1,861.0,$$,Cocktail bar,"R. Itupava, 1431 - Hugo Lange, Curitiba - PR, 80040-455, Brazil",-25.4227819,-49.2461554,Open ⋅ Closes 11:40 PM,"Funky tavern for drinks & Brazilian eats. Convivial pub with quirky, vintage decor & a patio serving Brazilian dishes, beer & cocktails.",https://lh5.googleusercontent.com/p/AF1QipOCaQSe9PKL8wmIE81I_Rw2qrz7JQpZTn_mfAgi=w136-h92-k-no
14,Havanna Deck Bar,ChIJzehud5uVpgARrAw6Qcg_In4,0xa6959b776ee8cd:0x7e223fc8413a0cac,9088897127307414700,4.2,3874.0,$$,Bar,"Av. Londres, 67 - Eldorado, Contagem - MG, 32340-001, Brazil",-19.9389596,-44.0525979,Open ⋅ Closes 6 AM Sun,,https://lh5.googleusercontent.com/p/AF1QipP136OVOWevSk9Xxv2KjeyPfupemzepaT__Ef7M=w80-h151-k-no
16,Anastácio Bar,ChIJpTvmxa_5zpQRfz0PLITqq10,0x94cef9afc5e63ba5:0x5dabea842c0f3d7f,6749746319940599167,4.5,186.0,,Bar,"Av. do Anastácio, 1861 - São Domingos, São Paulo - SP, 05119-000, Brazil",-23.4925736,-46.7374548,Open ⋅ Closes 1 AM,,https://lh5.googleusercontent.com/p/AF1QipPsBgybpMPay9lVitKmAIVVRnECDuA4C7m4887f=w116-h92-k-no
17,O Bar Cervejaria e Grill,ChIJh3JAYnB6zpQRfoN6EEj8KL8,0x94ce7a7062407287:0xbf28fc48107a837e,13774536846756971390,4.3,1450.0,$$,Bar,"R. Sete de Setembro, 226 - Centro, Suzano - SP, 08674-205, Brazil",-23.5435314,-46.3137538,Open ⋅ Closes 1 AM,,https://lh5.googleusercontent.com/p/AF1QipP_n96aoR7RtO9hIJiUhWaSsiiwRr9uZrCISLjp=w122-h92-k-no
18,Badalado Freguesia,ChIJHTwmVCHYmwARBTq_h-HUzKk,0x9bd82154263c1d:0xa9ccd4e187bf3a05,12235388352768981509,4.1,1985.0,$$,Bar,"R. Araguaia, 1380 - Freguesia de Jacarepaguá, Rio de Janeiro - RJ, 22745-271, Brazil",-22.9344772,-43.3340281,Open ⋅ Closes 2 AM,"A chilled spot with food & music. Sushi, lunch specials, draft beer & Brazilian music nights in a simple space with wooden furniture.",https://lh5.googleusercontent.com/p/AF1QipOQcXqdTkBEYIGdWMC3LUFZ52ISCDE-pnvhWY5g=w80-h106-k-no
19,Dome Lounge Bar,ChIJA214EsSQpgARIzyuSkOqGF0,0xa690c412786d03:0x5d18aa434aae3c23,6708298850960817187,4.0,522.0,$$,Bar,"Av. Presidente Carlos Luz, 847 - Alto Caiçaras, Belo Horizonte - MG, 31230-000, Brazil",-19.9017969,-43.9670251,Open ⋅ Closes 3:30 AM,,https://lh5.googleusercontent.com/p/AF1QipNbxj2EbSpQH3hD-mBR_n1D5ozjr1hPYkM13Rsc=w80-h142-k-no
20,Bar do Alê,ChIJDSamW0RTzpQRo8a5Ogl5fE8,0x94ce53445ba6260d:0x4f7c79093ab9c6a3,5727585906655348387,4.7,21.0,,Beer hall,"Rua Dr. Sérgio Gonçalves Chaddad, 154 - Jardim Germania, São Paulo - SP, 05848-040, Brazil",-23.6568366,-46.762539,Open ⋅ Closes 3 AM,,https://lh5.googleusercontent.com/p/AF1QipM7zcqUHwtlRxSiaRNKT17wfO82Ho90XOrUwE_F=w138-h92-k-no
3,McDonald's,ChIJXzAUZDBYzpQR5A7WVFFcdRc,0x94ce58306414305f:0x17755c5154d60ee4,1690358739532910308,3.9,11064.0,$$,Fast food restaurant,"Av. Angélica, 1752 - Consolação, São Paulo - SP, 01228-200, Brazil",-23.5478011,-46.6590414,Open 24 hours,"Iconic fast-food burger & fries chain. Classic, long-running fast-food chain known for its burgers & fries.",https://lh5.googleusercontent.com/p/AF1QipNFjWKakgQFpFmwvv67Ap1YzVsVyUtTMyI_hVcZ=w122-h92-k-no
5,McDonald's,ChIJISJUIyn2zpQR07TENIOVqlk,0x94cef62923542221:0x59aa958334c4b4d3,6461141006174958803,4.0,4510.0,$$,Fast food restaurant,"R. Leite de Morais, 107 - Santana, São Paulo - SP, 02034-020, Brazil",-23.5029747,-46.6253062,Closes soon ⋅ 10 PM ⋅ Opens 8 AM Mon,"Iconic fast-food burger & fries chain. Classic, long-running fast-food chain known for its burgers & fries.",https://lh5.googleusercontent.com/p/AF1QipNGAuj5urNZTh8atK5gnYeMordE0WrHZPYwnpx_=w80-h106-k-no
8,McDonald's,ChIJXQ0YmYZXzpQRt0Ic-LecNAY,0x94ce578699180d5d:0x6349cb7f81c42b7,447154576972071607,4.0,3781.0,$$,Fast food restaurant,"R. Teodoro Sampaio, 430 - Pinheiros, São Paulo - SP, 05406-000, Brazil",-23.5559553,-46.6750113,Open ⋅ Closes 5 AM Sun,"Iconic fast-food burger & fries chain. Classic, long-running fast-food chain known for its burgers & fries.",https://lh5.googleusercontent.com/p/AF1QipNthnnYAn0NNF4ciinb3Q5OPToLM_il8IjwHyEq=w163-h92-k-no
9,McDonald's,ChIJmWxcMVBYzpQRkRkY8eZELHg,0x94ce5850315c6c99:0x782c44e6f1181991,8659371942204676497,4.0,7948.0,$$,Fast food restaurant,"Av. Ipiranga, 764 - Centro Histórico de São Paulo, São Paulo - SP, 01040-000, Brazil",-23.5430257,-46.6406975,Open 24 hours,"Iconic fast-food burger & fries chain. Classic, long-running fast-food chain known for its burgers & fries.",https://lh5.googleusercontent.com/p/AF1QipPaDd2r60hGHr_3Is0ZwVA6Ehh5ogDPqhUwFno-=w163-h92-k-no
10,McDonald's,ChIJgfJq1FdYzpQRknZkEzEZzFA,0x94ce5857d46af281:0x50cc193113647692,5822056116852651666,4.0,4483.0,$$,Fast food restaurant,"R. Vinte e Cinco de Março, 1109 - Centro Histórico de São Paulo, São Paulo - SP, 01021-200, Brazil",-23.5399301,-46.6322814,Closed ⋅ Opens 8 AM Mon,"Iconic fast-food burger & fries chain. Classic, long-running fast-food chain known for its burgers & fries.",https://lh5.googleusercontent.com/p/AF1QipPwd9tL7J3Sg8xkHd_9zjQ1W8qXYgEAJp-fawT9=w163-h92-k-no
12,McDonald's,ChIJH5AWxelZzpQR9umOrnxe7ek,0x94ce59e9c516901f:0xe9ed5e7cae8ee9f6,16856232869915191798,4.1,4665.0,$$,Fast food restaurant,"Av. Brigadeiro Luís Antônio, 3477/3481 - Jardim Paulista, São Paulo - SP, 01401-001, Brazil",-23.5762691,-46.6572193,Open ⋅ Closes 11 PM,"Iconic fast-food burger & fries chain. Classic, long-running fast-food chain known for its burgers & fries.",https://lh5.googleusercontent.com/p/AF1QipO9_AY52o3zK3jbjWgwSbiJmF6GfP1EIFD_v18C=w163-h92-k-no
14,McDonald's,ChIJj86z_FVYzpQRovYqU6QxAgw,0x94ce5855fcb3ce8f:0xc0231a4532af6a2,865308660248278690,4.0,3949.0,$$,Fast food restaurant,"R. Vinte e Cinco de Março, 767 - Centro Histórico de São Paulo, São Paulo - SP, 01017-040, Brazil",-23.5430155,-46.6325171,Closed ⋅ Opens 9 AM Sun,"Iconic fast-food burger & fries chain. Classic, long-running fast-food chain known for its burgers & fries.",https://lh5.googleusercontent.com/p/AF1QipPHHNmZnUiO8NB2vdP9MtDrOLY4O9SVkctrdRI4=w163-h92-k-no
15,McDonald's,ChIJG6YW3KpZzpQRB6TBhXL2_Jc,0x94ce59aadc16a61b:0x97fcf67285c1a407,10951899365588968455,4.0,5851.0,$$,Fast food restaurant,"R. Direita, 33 - Centro Histórico de São Paulo, São Paulo - SP, 01002-001, Brazil",-23.5490112,-46.6340256,Closed ⋅ Opens 8 AM Mon,"Iconic fast-food burger & fries chain. Classic, long-running fast-food chain known for its burgers & fries.",https://lh5.googleusercontent.com/p/AF1QipNx_mOkgDj0c9NbogfOhh7Lb2LeT6wqXdX3v0G0=w122-h92-k-no
19,McDonald's,ChIJf5aqrs1ZzpQRbuU0qGOL4a8,0x94ce59cdaeaa967f:0xafe18b63a834e56e,12673564086537348462,4.1,3386.0,$$,Fast food restaurant,"R. Pamplona, 734 - Jardim Paulista, São Paulo - SP, 01405-001, Brazil",-23.5643884,-46.6546339,Closes soon ⋅ 10 PM ⋅ Opens 11 AM Sun,"Iconic fast-food burger & fries chain. Classic, long-running fast-food chain known for its burgers & fries.",https://lh5.googleusercontent.com/p/AF1QipPJIlxJLmniTqk3LAfYIGf_c321V1DSQPtQHf5W=w122-h92-k-no
1,McDonald's,ChIJoaguvspXzpQRnM-VvYp84CM,0x94ce57cabe2ea8a1:0x23e07c8abd95cf9c,2585203121438707612,4.2,7842.0,$$,Fast food restaurant,"Praça Panamericana, 60 - Alto de Pinheiros, São Paulo - SP, 05461-000, Brazil",-23.5534615,-46.7076282,Open 24 hours,"Iconic fast-food burger & fries chain. Classic, long-running fast-food chain known for its burgers & fries.",https://lh5.googleusercontent.com/p/AF1QipNu047xi_lMmk-x1wUMTdE6OdLSnJ1r7xsksymE=w80-h106-k-no
