title,place_id,rating,reviews,price,type,ZonaSP,address,latitude,longitude,open_state,description,thumbnail,sunday,monday,tuesday,wednesday,thursday,friday,saturday,inicio,fim,aberto_dia_util(%),aberto_final_de_semana(%),madrugada,manha,tarde,noite,inicio_periodo,fim_periodo,dine_in,takeout,delivery,drive_through,Cluster
Outback Steakhouse,ChIJQ8L-1tpmzpQRBlEb2S5YP2Y,4.6,8756.0,2,restaurant,Leste,"Av. José Pinheiro Borges, S/N - Itaquera, São Paulo - SP, 08220-385, Brazil",-23.5405359,-46.4702473,Closes soon ⋅ 11 PM ⋅ Opens 12 PM Sun,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipMxLJiJqq4utYF-081eLMjcixMfKFhEvfBKnB5E=w122-h92-k-no,1,1,1,1,1,1,1,12.0,23.0,100.0,100.0,0.0,0.0,100.0,68.0,tarde,noite,1,1,0,0,13.0
Outback Steakhouse,ChIJBZTTjUJUzpQRjG-ZgDKYl9E,4.6,6428.0,2,restaurant,Outro,"Rod. Régis Bittencourt, 2643 - Jardim Pedro Goncalves, Taboão da Serra - SP, 06768-200, Brazil",-23.6158805,-46.7747381,Open ⋅ Closes 12 AM,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipMQDz9WgW-PXYYlYJ2ftEl8IXRnLuFejHUs8cU=w80-h106-k-no,1,1,1,1,1,1,1,12.0,23.0,100.0,100.0,0.0,0.0,100.0,68.0,tarde,noite,1,1,0,0,13.0
Outback Steakhouse,ChIJU3J2PjtWzpQRtHhgPG74_rM,4.4,3173.0,2,restaurant,Oeste,"Shopping Villa Lobos, Av. das Nações Unidas, 4777 - Jardim Universidade Pinheiros, São Paulo - SP, 05477-000, Brazil",-23.5518559,-46.7217496,Closed ⋅ Opens 12 PM Sun,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipN-vGQWHDBI8osvyl0Zrcj-PXA1LQ45hoMk5gCQ=w122-h92-k-no,1,1,1,1,1,1,1,12.0,22.0,100.0,100.0,0.0,0.0,100.0,51.0,tarde,noite,1,1,0,0,15.0
Outback Steakhouse,ChIJSfGPzLd1lJQRy9-RnRmjIXU,4.5,7564.0,2,restaurant,Leste,"Av. Reg. Feijó, 1739 - Tatuapé, São Paulo - SP, 03342-000, Brazil",-23.5613571,-46.561281,Open ⋅ Closes 12 AM,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipO4aFBkJkGwiRDJDAHYj08koifKpo6-XjX5Ninm=w163-h92-k-no,1,1,1,1,1,1,1,12.0,24.0,100.0,100.0,0.0,0.0,100.0,85.0,tarde,noite,1,1,0,0,4.0
Outback Steakhouse,ChIJvxDQH8NezpQR_z_u0TvANJM,4.5,7998.0,2,restaurant,Leste,"R. Gonçalves Crespo, 78 - Tatuapé, São Paulo - SP, 03066-030, Brazil",-23.5392422,-46.5768883,Closes soon ⋅ 11 PM ⋅ Opens 12 PM Sun,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipPuDre_yrNm0mfNAKE5_KBZCmMKaY_upskb1K2A=w92-h92-k-no,1,1,1,1,1,1,1,12.0,23.0,100.0,100.0,0.0,0.0,100.0,68.0,tarde,noite,1,1,0,0,13.0
Outback Steakhouse,ChIJFcRYtr1czpQROdZYtbaUSPY,4.6,6035.0,2,restaurant,Outro,"Alameda Terracota, 545 - 1079, São Caetano do Sul - SP, 09531-190, Brazil",-23.6266515,-46.58024,Closes soon ⋅ 11 PM ⋅ Opens 12 PM Sun,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipMRlxiQAytFqIgezVSkhFn_2lv_j6cPFkGxyL1W=w122-h92-k-no,1,1,1,1,1,1,1,12.0,23.0,100.0,100.0,0.0,0.0,100.0,68.0,tarde,noite,1,1,0,0,13.0
Outback Steakhouse,ChIJnaomImxnzpQR--nDudllcTY,4.6,7940.0,2,restaurant,Leste,"Av. Aricanduva, 5555 - Vila Matilde, São Paulo - SP, 03527-900, Brazil",-23.5654267,-46.5033676,Open ⋅ Closes 12 AM,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipM7LDqAdQCU5OFt19AX0jtJV1YBSHRJ7GNpfXTv=w167-h92-k-no,1,1,1,1,1,1,1,12.0,23.0,100.0,100.0,0.0,0.0,100.0,68.0,tarde,noite,1,1,0,0,13.0
Outback Steakhouse,ChIJBe-2sUH_zpQRcaF3UCeNMa0,4.6,6221.0,2,restaurant,Outro,"Av. dos Autonomistas, 1400 - Vila Yara, Osasco - SP, 06020-010, Brazil",-23.5414901,-46.7662266,Closes soon ⋅ 11 PM ⋅ Opens 12 PM Sun,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipMGh1r3dUbi2qP7w-M2A32Wo-_yCtBnkrRmpX7A=w122-h92-k-no,1,1,1,1,1,1,1,12.0,23.0,100.0,100.0,0.0,0.0,100.0,68.0,tarde,noite,1,1,0,0,13.0
Outback Steakhouse MorumbiShopping,ChIJt4eneKZRzpQRd6hMZPAwId4,4.5,377.0,2,restaurant,Sul,"MorumbiShopping, Av. Roque Petroni Júnior, 1089 - Jardim das Acacias, São Paulo - SP, 04707-000, Brazil",-23.6231169,-46.6986074,Closes soon ⋅ 11 PM ⋅ Opens 11:30 AM Sun,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipNHmQ2aemhnMq-7cnB3k16cOxTEh5hmAcmnvSYK=w163-h92-k-no,1,1,1,1,1,1,1,11.5,23.0,100.0,100.0,0.0,7.0,100.0,68.0,manha,noite,1,1,0,0,5.0
Outback Steakhouse Super Shopping Osasco,ChIJT9ZNlPP_zpQRxrfVky6DRRE,4.4,599.0,2,restaurant,Outro,"Avenida dos Autonomistas, 1768 Segundo Andar - Lojas H11, H12, H13, H14, Vila Yara, Osasco - SP, 02675-031, Brazil",-23.5357954,-46.7711882,Open ⋅ Closes 12 AM,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipOFCVA1aqaoLy7Xn0ba6YXWeu-xPPHGITfKaskh=w80-h106-k-no,1,1,1,1,1,1,1,12.0,23.0,100.0,100.0,0.0,0.0,100.0,68.0,tarde,noite,1,1,0,0,13.0
Outback Steakhouse,ChIJ2zUWqR71zpQRu1Xy9FKTm9I,4.6,3448.0,2,restaurant,Outro,"Av. Bartolomeu de Carlos, 230 - Jardim Flor da Montanha, Guarulhos - SP, 07097-420, Brazil",-23.4435829,-46.539884,Closes soon ⋅ 11 PM ⋅ Opens 12 PM Sun,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipP2CJ_zc2s2ZGYUgYulnoxXFvOMJ8RFQdNcuLvi=w122-h92-k-no,1,1,1,1,1,1,1,12.0,23.0,100.0,100.0,0.0,0.0,100.0,68.0,tarde,noite,1,1,0,0,13.0
Outback Steakhouse,ChIJu8NXERgCz5QRQM_JS3uWBYc,4.6,9632.0,2,restaurant,Outro,"Alameda Grajaú, 61 - 51 - Alphaville, Barueri - SP, 06454-050, Brazil",-23.4978156,-46.8468377,Closed ⋅ Opens 12 PM Sun,,https://lh5.googleusercontent.com/p/AF1QipN5Ywj66y277__AP1221s1nPnDv2__IE91MsEmi=w122-h92-k-no,1,1,1,1,1,1,1,12.0,22.0,100.0,100.0,0.0,0.0,100.0,51.0,tarde,noite,1,1,0,0,15.0
Outback Metrô Tucuruvi,ChIJ_xM2eFf3zpQRUfspzIfvWys,4.1,204.0,2,restaurant,Norte,"R. Paranabi, 218-224 - Tucuruvi, São Paulo - SP, 02307-120, Brazil",-23.4795242,-46.6023878,Closed ⋅ Opens 12 PM Sun,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipNoflDsWj2g3RDWgHeP5JGC-jde5BYy1phpZXoa=w163-h92-k-no,1,1,1,1,1,1,1,12.0,22.0,100.0,100.0,0.0,0.0,100.0,51.0,tarde,noite,1,1,0,0,15.0
Outback Shopping Campo Limpo,ChIJjb8qsF5TzpQRPT7dx4nAhn4,4.6,62.0,2,restaurant,Sul,"Estr. do Campo Limpo, 459 - Conjunto L - Pirajussara, São Paulo - SP, 05777-970, Brazil",-23.6244139,-46.7643368,Closes soon ⋅ 10:30 PM ⋅ Opens 11:30 AM Sun,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipOBvLp3fEY8whvVwJUjMXp-pWGntk7GaMkhqjfv=w80-h106-k-no,1,1,1,1,1,1,1,11.5,22.5,100.0,100.0,0.0,7.0,100.0,59.0,manha,noite,1,1,0,0,13.0
Outback Butantã Shopping,ChIJdbXustpXzpQRwnH2-6SxLhQ,4.3,88.0,2,restaurant,Oeste,"Av. Prof. Francisco Morato, 2718 - Butantã, São Paulo - SP, 05512-300, Brazil",-23.5863379,-46.7248665,Closes soon ⋅ 10:30 PM ⋅ Opens 11:30 AM Sun,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipOWBKvWX9guoM_IHLlmOARiaaHWyPs2flUerdOn=w135-h92-k-no,1,1,1,1,1,1,1,11.5,22.5,100.0,100.0,0.0,7.0,100.0,59.0,manha,noite,1,0,0,0,13.0
Outback Shopping Penha,ChIJi_KZnDBfzpQRu8_oafOi3F0,4.6,695.0,2,restaurant,Leste,"Rua Doutor João Ribeiro, 304 Conjunto 2213/2214/2215/2216/2216A - Andar 1 - Piso Antonio LO, Penha de França, São Paulo - SP, 03634-900, Brazil",-23.5251244,-46.5468072,Closes soon ⋅ 11 PM ⋅ Opens 12 PM Sun,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipPRsB6bKoSL7UY6lUIytgK3gl9hrX0KD-20pHS4=w80-h106-k-no,1,1,1,1,1,1,1,12.0,23.0,100.0,100.0,0.0,0.0,100.0,68.0,tarde,noite,1,1,0,0,13.0
Outback Steakhouse,ChIJZ25e0LCqz5QRgQsEc-a2K8g,4.5,3561.0,2,restaurant,Outro,"SP-270, 23500 - Lageadinho, Cotia - SP, 06709-015, Brazil",-23.5922195,-46.8331735,Closed ⋅ Opens 12 PM Sun,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipOUXqyNfwani1dcqJ6O2JLq4pcBR9Fy2wQ8o6NB=w122-h92-k-no,1,1,1,1,1,1,1,12.0,22.0,100.0,100.0,0.0,0.0,100.0,51.0,tarde,noite,1,1,0,0,15.0
Outback Steakhouse,ChIJpZ7-JfgBz5QRn8OmAuNbh5s,4.6,5829.0,2,restaurant,Outro,"Av. Piracema, 669 - Tamboré, Barueri - SP, 06460-030, Brazil",-23.5053555,-46.8344887,Closed ⋅ Opens 11:30 AM Sun,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipO8Mns0ToPvwF1-irUTJRGGQD2JGCJXCdHisKs=w122-h92-k-no,1,1,1,1,1,1,1,11.5,20.0,100.0,100.0,0.0,7.0,100.0,17.0,manha,noite,1,1,0,0,12.0
Outback Santana Park,ChIJtS4eaJv3zpQRD2DJmsHVEY0,3.7,209.0,5,restaurant,Norte,"R. Conselheiro Moreira de Barros, 2780 - Lauzane Paulista, São Paulo - SP, 02430-001, Brazil",-23.483472,-46.6450576,Closed ⋅ Opens 12 PM Sun,,https://lh5.googleusercontent.com/p/AF1QipM4dAOvZ006zX2CH5i_FXd0NDupKDT1FKZfNppr=w122-h92-k-no,1,1,1,1,1,1,1,12.0,22.0,100.0,100.0,0.0,0.0,100.0,51.0,tarde,noite,1,0,1,0,4.0
Outback Praça da Moça,ChIJ85l2yC1FzpQR5vMwz5ft4KE,4.3,218.0,2,restaurant,Outro,"R. Manoel da Nóbrega, 712 - Centro, Diadema - SP, 09910-720, Brazil",-23.6916005,-46.6233279,Closes soon ⋅ 11 PM ⋅ Opens 12 PM Sun,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipP8w_qaQV-KkK7UHMcZlYkb1jt3Jh8OMSA5_33O=w80-h106-k-no,1,1,1,1,1,1,1,12.0,23.0,100.0,100.0,0.0,0.0,100.0,68.0,tarde,noite,1,1,0,0,13.0
Outback Steakhouse,ChIJtdRpsoNDzpQRWmRTcHYO8uM,4.6,4106.0,2,restaurant,Outro,"Av. Industrial, 600 - Jardim, Santo André - SP, 09080-500, Brazil",-23.647663,-46.5329239,Closes soon ⋅ 11 PM ⋅ Opens 12 PM Sun,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipN4MT6BZ6e3Rp9xHtTevgzR-gmiY8A1xHavharB=w199-h92-k-no,1,1,1,1,1,1,1,12.0,23.0,100.0,100.0,0.0,0.0,100.0,68.0,tarde,noite,1,1,0,0,13.0
Outback Steakhouse,ChIJSV5vRc5pzpQR0xpDMjCtI2o,4.3,149.0,2,restaurant,Outro,"Av. Gov. Mario Covas Júnior, 01 - LOJA 229 A 240-A - Centro, Mauá - SP, 09390-040, Brazil",-23.666558,-46.4599145,Closed ⋅ Opens 12 PM Sun,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipOggGm0sVFB3EuL4rARnPZrmrykSi4aiFrEzas5=w122-h92-k-no,1,1,1,1,1,1,1,12.0,22.0,100.0,100.0,0.0,0.0,100.0,51.0,tarde,noite,1,0,0,0,15.0
Outback Steakhouse,ChIJl_fjVWBCzpQRWMQ56QLmZoc,4.6,8474.0,2,restaurant,Outro,"Av. Pereira Barreto, 42 - Vila Gilda, Santo André - SP, 09190-210, Brazil",-23.6677966,-46.5335636,Open ⋅ Closes 12 AM,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipNZwPs3yHFTUFfpyCQ24QSdc-9z6hyQr8p2Ec-S=w122-h92-k-no,1,1,1,1,1,1,1,11.5,24.0,100.0,100.0,0.0,7.0,100.0,85.0,manha,noite,1,1,0,0,3.0
Outback Steakhouse,ChIJwf6_lv5XzpQRmqPgxNJHsMs,4.6,5289.0,2,restaurant,Outro,"Praça Samuel Sabatini, 200 - Centro, São Bernardo do Campo - SP, 09750-700, Brazil",-23.6923187,-46.5505138,Open ⋅ Closes 12 AM,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipPw1thBOAyXRuGFmiTPSU9lvvVhCOU1Ok1cZ9GY=w80-h106-k-no,1,1,1,1,1,1,1,12.0,24.0,100.0,100.0,0.0,0.0,100.0,85.0,tarde,noite,1,1,0,0,4.0
Outback Steakhouse,ChIJJbRLiGVBzpQRK2wuPLfL82M,4.5,935.0,2,restaurant,Outro,"Av. Rotary, 624 - Ferrazópolis, São Bernardo do Campo - SP, 09721-000, Brazil",-23.7232164,-46.5429895,Closed ⋅ Opens 12 PM Sun,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipPllgOKFw2JoOz_VYRf52FWytFZSPw7gpmd4Bgk=w80-h142-k-no,1,1,1,1,1,1,1,12.0,22.0,100.0,100.0,0.0,0.0,100.0,51.0,tarde,noite,1,1,0,0,15.0
Outback Steakhouse,ChIJUSzdwsRDzpQR8K-3eigFgyI,4.6,397.0,2,restaurant,Outro,"Av. Kennedy, 700 - Jardim do Mar, São Bernardo do Campo - SP, 09726-252, Brazil",-23.6838853,-46.5569824,Closes soon ⋅ 11 PM ⋅ Opens 11:30 AM Sun,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipPHQeVsyMNzftSCRc_EJUEgud49UKd9pFhCtSdq=w122-h92-k-no,1,1,1,1,1,1,1,11.5,23.0,100.0,100.0,0.0,7.0,100.0,68.0,manha,noite,1,1,0,0,5.0
Outback Steakhouse,ChIJpYpfVLwmz5QR8tA3fPr9M7Q,4.6,6130.0,2,restaurant,Outro,"Av. 9 de Julho, 3333 - Anhangabaú, Jundiaí - SP, 13208-056, Brazil",-23.1992658,-46.8904584,Closes soon ⋅ 11 PM ⋅ Opens 11 AM Sun,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipMOGb0iaV92sh-qyK9scib3HWnALddc7tF_xZgw=w80-h106-k-no,1,1,1,1,1,1,1,11.0,23.0,100.0,100.0,0.0,15.0,100.0,68.0,manha,noite,1,1,0,0,8.0
Outback Steakhouse,ChIJW2mdA-Nqz5QRlnqtdh_tCbc,4.5,4984.0,2,restaurant,Outro,"Rod. Pres. Castello Branco, Km 60 - Zona Rural, São Roque - SP, 18132-900, Brazil",-23.4201168,-47.1629545,Closed ⋅ Opens 11:30 AM Sun,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipM4aE-ld2G_j71sC3ERsJk7FtmTRTPtyWTv1z68=w122-h92-k-no,1,1,1,1,1,1,1,11.5,22.0,100.0,100.0,0.0,7.0,100.0,51.0,manha,noite,1,1,0,0,11.0
Outback Steakhouse,ChIJExLuYkYCzpQRGkBV04pj81I,4.6,6047.0,2,restaurant,Outro,"R. Guaiaó, 66 - Aparecida, Santos - SP, 11030-000, Brazil",-23.9786379,-46.3086832,Open ⋅ Closes 11:30 PM,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipMliCFYWFLP0ANm83j5cd1rds2i8j-u_1csFQ11=w122-h92-k-no,1,1,1,1,1,1,1,12.0,23.5,100.0,100.0,0.0,0.0,100.0,76.0,tarde,noite,1,1,0,0,13.0
Outback Steakhouse,ChIJlaEQsOwxz5QRr2NAzV8VREs,4.5,5428.0,2,restaurant,Outro,"Rod. dos Bandeirantes, Km 72 - Rio Abaixo, Itupeva - SP, 13295-000, Brazil",-23.1087354,-47.0078186,Closed ⋅ Opens 11:30 AM Sun,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipMPjNa1y7zfrR38cvVedCBRExgWzA6ylXbX3SFz=w80-h106-k-no,1,1,1,1,1,1,1,11.5,20.0,100.0,100.0,0.0,7.0,100.0,17.0,manha,noite,1,1,0,0,12.0
Outback Steakhouse,ChIJ_w6_g4TGyJQRLR_piqf8jV4,4.6,8155.0,2,restaurant,Outro,"Av. Guilherme Campos, 500 - R 006 - Jardim Santa Genebra, Campinas - SP, 13087-901, Brazil",-22.8454381,-47.0633119,Open ⋅ Closes 11:30 PM,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipOS3JMlX_3gVT40pojjyOPEg1No2msI3btwnSrH=w80-h106-k-no,1,1,1,1,1,1,1,11.5,23.5,100.0,100.0,0.0,7.0,100.0,76.0,manha,noite,1,1,0,0,8.0
Outback Steakhouse,ChIJqwBBx57FyJQRTt7wDJh9EYY,4.6,5789.0,2,restaurant,Outro,"Rodovia Dom Pedro I, Km 131,5, s/n, Jardim Nilópolis, Campinas - SP, 13091-901, Brazil",-22.8626429,-47.0235372,Closes soon ⋅ 11 PM ⋅ Opens 11:30 AM Sun,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipNz8dXpis40PBLhj-MoKhDrP4XKvP3EIo3dVI4J=w138-h92-k-no,1,1,1,1,1,1,1,12.0,15.0,100.0,100.0,0.0,0.0,43.0,0.0,tarde,tarde,1,1,0,0,8.0
Outback Steakhouse,ChIJ-RU4VkNKzJQR3aa5AaZuJKA,4.6,8810.0,2,restaurant,Outro,"Av. Dep. Benedito Matarazzo, 9403 - Space L7 - Jardim Oswaldo Cruz, São José dos Campos - SP, 12216-780, Brazil",-23.1995157,-45.8802902,Open ⋅ Closes 11:30 PM,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipNWDLMAyyKZQVl5hPF8ICCAqPJ3z7PlMBJlVyp6=w204-h92-k-no,1,1,1,1,1,1,1,11.5,23.5,100.0,100.0,0.0,7.0,100.0,76.0,manha,noite,1,1,0,0,8.0
Outback Steakhouse,ChIJmXJq0XPPyJQRKvEe77eRCEE,4.6,8501.0,2,restaurant,Outro,"Av. Iguatemi, 777 - Vila Brandina, Campinas - SP, 13092-500, Brazil",-22.8920268,-47.0273321,Open ⋅ Closes 11:30 PM,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipOC9blo08eyOMzx8SJS-H4WEb1k0qAIjh43brCh=w163-h92-k-no,1,1,1,1,1,1,1,11.5,23.5,100.0,100.0,0.0,7.0,100.0,76.0,manha,noite,1,1,0,0,8.0
Outback Steakhouse,ChIJC9OtzWiKxZQRsRLZciFmMnU,4.7,7008.0,2,restaurant,Outro,"Av. Izoraida Marques Peres, 401 - Parque Campolim, Sorocaba - SP, 18047-900, Brazil",-23.5330464,-47.4633189,Open ⋅ Closes 12 AM,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipPOWRGbMo3tnvB--g6elXbVI0KP4azUTzwNGnY8=w163-h92-k-no,1,1,1,1,1,1,1,11.5,24.0,100.0,100.0,0.0,7.0,100.0,85.0,manha,noite,1,1,0,0,3.0
Outback Steakhouse,ChIJKVvcsSnZzZQRpAgb63EFCHQ,4.2,373.0,2,restaurant,Outro,"Av. Ver. Narciso Yague Guimarães, 1001 - LOJA ARCO 1541 - ANDAR TERREO - Centro Cívico, Mogi das Cruzes - SP, 08780-000, Brazil",-23.5153288,-46.1782515,Open ⋅ Closes 12 AM,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipPvzySg7onKFb66YM6OuBtDaiUVizWT2oqld5B8=w122-h92-k-no,1,1,1,1,1,1,1,11.5,23.0,100.0,100.0,0.0,7.0,100.0,68.0,manha,noite,1,0,0,0,5.0
Aussie Grill,ChIJGwVHuUpXzpQRyH3Rzl2beKc,4.7,22.0,5,restaurant,Oeste,"Av. Rebouças, 3970 - 2º Subsolo - Pinheiros, São Paulo - SP, 05402-600, Brazil",-23.5728629,-46.6956605,Closes soon ⋅ 11 PM ⋅ Opens 11 AM Sun,,https://lh5.googleusercontent.com/p/AF1QipPSMDOPiDS8zDm9jrwxGkDYcHTDe9tdUqVQAGdy=w80-h106-k-no,1,1,1,1,1,1,1,11.0,23.0,100.0,100.0,0.0,15.0,100.0,68.0,manha,noite,1,1,0,0,12.0
Outback Litoral Plaza Shopping (Praia Grande),ChIJ5ZYhXQQdzpQRvK6ZrR5BTJM,3.7,149.0,2,restaurant,Outro,"Av. Ayrton Senna da Silva, 1511 - Xixová, Praia Grande - SP, 11726-900, Brazil",-23.9980809,-46.406835,Closed ⋅ Opens 12 PM Sun,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipMKnkctgZX4UQ8gxAoHZDBZEWNQhFICO9Vm7xG2=w122-h92-k-no,1,1,1,1,1,1,1,12.0,22.0,100.0,100.0,0.0,0.0,100.0,51.0,tarde,noite,1,1,1,0,15.0
Outback Campinas Shopping,ChIJSwZEodHJyJQRPP4ccOo4sWw,3.9,140.0,2,restaurant,Outro,"R. Jacy Teixeira de Camargo, 940 - Pavimento 01 - Jardim do Lago, Campinas - SP, 13050-913, Brazil",-22.930975,-47.0790044,Closes soon ⋅ 11 PM ⋅ Opens 11:30 AM Sun,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipNLO9cQppeCzqKII4eEZTDYRef_4_CDk0sl23Q=w122-h92-k-no,1,1,1,1,1,1,1,11.5,23.0,100.0,100.0,0.0,7.0,100.0,68.0,manha,noite,1,1,0,0,5.0
Rock & Ribs,ChIJ8RA30-JXzpQRLTSjcuu0jkk,4.0,154.0,1,barbecue restaurant,Oeste,"R. Palestra Itália, 500 - Perdizes, São Paulo - SP, 05005-900, Brazil",-23.526455,-46.680964,Closed ⋅ Opens 11 AM Sun,,https://lh5.googleusercontent.com/p/AF1QipMSgqfdoDkE0AzmRiOgU1ffHey3vEALav3SpA5m=w92-h92-k-no,1,1,1,1,1,1,1,11.0,22.0,100.0,100.0,0.0,15.0,100.0,51.0,manha,noite,1,1,0,0,11.0
Outback Steakhouse,ChIJiw_ahBobFgcR20ymiHK3FQg,4.5,7657.0,2,restaurant,Outro,"Av. Tancredo Neves, 148 - Caminho das Árvores, Salvador - BA, 41820-908, Brazil",-12.9818979,-38.4654037,Open ⋅ Closes 11:30 PM,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipP-cQUw_nnfMU3jnYUQfWSGYCCcWoPD_oqGW-zF=w102-h92-k-no,1,1,1,1,1,1,1,11.5,23.5,100.0,100.0,0.0,7.0,100.0,76.0,manha,noite,1,1,0,0,8.0
Outback Steakhouse,ChIJnxdCN_iXpgAR5Z2C1eT-TEE,4.6,6783.0,2,restaurant,Outro,"BR-356, 3049 - Belvedere, Belo Horizonte - MG, 30320-900, Brazil",-19.9747397,-43.945734,Closes soon ⋅ 11 PM ⋅ Opens 12 PM Sun,"Lively Australian-themed chain. Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",https://lh5.googleusercontent.com/p/AF1QipOJdcEEnxmeCeLV5RdYOM8_xkGv3F_ttExrLPiU=w132-h92-k-no,1,1,1,1,1,1,1,12.0,23.0,100.0,100.0,0.0,0.0,100.0,68.0,tarde,noite,1,1,0,0,13.0
